96-Cm-244(n,&gamma;) ENDF/B-VII.1
970.493,15.6827
970.586,20.8706
970.693,28.4497
970.824,40.096
971.203,80.2703
971.36,91.7007
971.5,95.2806
971.631,92.1377
971.785,81.3069
972.059,52.295
972.224,35.5493
972.343,25.7058
972.438,19.4197
972.527,14.7636
972.616,11.1709
972.69,8.86555
972.77,6.95012
972.85,5.50929
972.93,4.4332
973.019,3.55498
973.114,2.88113
973.209,2.39419
973.328,1.95865
973.458,1.62032
973.607,1.34477
973.784,1.1064
973.985,0.911801
974.244,0.73076
974.511,0.597282
974.823,0.484269
975.179,0.391248
975.579,0.316
976.047,0.253138
976.544,0.205117
977.137,0.164016
977.79,0.131842
978.502,0.10666
979.258,0.087244
980.193,0.0699886
981.142,0.0573168
982.329,0.0459264
983.605,0.0372421
985.029,0.0302715
986.69,0.0244757
988.445,0.0200732
990.237,0.0167799
992.666,0.0135668
995.631,0.0108414
998.128,0.00917568
999.376,0.00851008
1000.0,0.00826303
1000.0,4.15892
1087.56,3.93808
1173.61,3.74789
1254.48,3.58902
1366.47,3.39497
1433.11,3.2915
1557.64,3.11796
1697.4,2.94858
1799.82,2.8384
1930.92,2.7116
2000.0,2.65034
2199.39,2.51141
2376.88,2.40338
2582.97,2.29277
2783.68,2.19759
3000.0,2.10636
3288.4,2.01601
3550.98,1.94338
3868.16,1.86557
4239.49,1.78565
4604.07,1.71666
5000.0,1.65033
5613.08,1.57503
6073.66,1.52567
6676.5,1.46848
7000.0,1.44069
7913.08,1.37817
8603.02,1.3371
9510.8,1.28943
10442.7,1.24649
11764.0,1.19377
13322.1,1.14109
14746.4,1.09981
16441.9,1.05723
18133.9,1.02032
21039.8,0.964963
22991.2,0.931373
25283.2,0.896681
28337.3,0.856751
31393.8,0.82261
35168.4,0.786631
38952.0,0.755597
43142.6,0.725788
46018.7,0.684847
48636.0,0.651597
50000.0,0.635583
53116.2,0.603793
55873.2,0.578411
59112.2,0.551399
62791.2,0.523856
66297.7,0.500245
70000.0,0.477699
73191.5,0.462638
79130.8,0.437414
85760.9,0.412842
90597.1,0.396884
96762.0,0.378547
100000.0,0.369699
100000.0,0.369693
139634.0,0.316539
192037.0,0.268186
251580.0,0.242895
323205.0,0.225055
441020.0,0.204241
501926.0,0.192668
750000.0,0.174752
1043390.0,0.160086
1250750.0,0.142106
1642300.0,0.115445
2212890.0,0.0698758
2524280.0,0.0497079
2820430.0,0.0341688
3028260.0,0.0259876
3185430.0,0.0209243
3374610.0,0.0163259
3632940.0,0.0116441
3811940.0,0.00919867
4001280.0,0.00725807
4199790.0,0.00567655
4414800.0,0.00440637
4622630.0,0.00349471
4850300.0,0.00273868
5043180.0,0.00226365
5333260.0,0.00176825
5500000.0,0.00154422
5890880.0,0.00123398
6000000.0,0.00116217
6500000.0,9.82E-4
7000000.0,9.31587E-4
8000000.0,0.00102285
8593080.0,0.00116567
9000000.0,0.0013074
1.0E7,0.00150266
1.1E7,0.00153587
1.2E7,0.00146336
1.35E7,0.00126819
1.46867E7,9.94696E-4
1.6E7,7.31999E-4
1.66868E7,6.49406E-4
1.7E7,6.05561E-4
1.76868E7,5.48787E-4
1.8E7,5.15086E-4
1.95E7,4.31626E-4
2.0E7,4.17964E-4
